STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/24/2003,52,",,U",65,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/25/2003,52,",,U",62,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/26/2003,52,",,U",61,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/27/2003,56,",,U",71,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/28/2003,58,",,U",75,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/29/2003,60,",,U",77,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,11/30/2003,60,",,U",76,"H,,U",49,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/1/2003,55,",,U",69,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/2/2003,55,",,U",70,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/3/2003,58,",,U",74,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/4/2003,60,",,U",74,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/5/2003,60,",,U",77,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/6/2003,59,",,U",72,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/7/2003,54,",,U",58,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/8/2003,52,",,U",63,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/9/2003,53,",,U",70,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/10/2003,52,",,U",59,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/11/2003,48,",,U",56,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/12/2003,48,",,U",60,"H,,U",37,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/13/2003,50,",,U",64,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/14/2003,46,",,U",56,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/15/2003,48,",,U",63,"H,,U",35,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/16/2003,51,",,U",67,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/17/2003,53,",,U",70,"H,,U",38,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/18/2003,60,",,U",79,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/19/2003,59,",,U",76,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/20/2003,56,",,U",64,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/21/2003,52,",,U",62,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/22/2003,55,",,U",71,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/23/2003,54,",,U",61,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/24/2003,51,",,U",61,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/25/2003,51,",,U",55,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/26/2003,44,",,U",53,"H,,U",33,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/27/2003,43,",,U",56,"H,,U",33,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/28/2003,44,",,U",59,"H,,U",32,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/29/2003,47,",,U",57,"H,,U",38,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/30/2003,52,",,U",64,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,12/31/2003,50,",,U",65,"H,,U",38,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/1/2004,49,",,U",60,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/2/2004,47,",,U",48,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/3/2004,46,",,U",58,"H,,U",37,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/4/2004,45,",,U",57,"H,,U",35,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/5/2004,49,",,U",64,"H,,U",38,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/6/2004,51,",,U",63,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/7/2004,55,",,U",71,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/8/2004,58,",,U",79,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/9/2004,60,",,U",76,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/10/2004,62,",,U",79,"H,,U",49,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/11/2004,61,",,U",79,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/12/2004,59,",,U",73,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/13/2004,63,",,U",79,"H,,U",49,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/14/2004,63,",,U",77,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/15/2004,57,",,U",71,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/16/2004,51,",,U",64,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/17/2004,53,",,U",65,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/18/2004,51,",,U",60,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/19/2004,53,",,U",63,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/20/2004,48,",,U",53,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/21/2004,54,",,U",64,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/22/2004,59,",,U",69,"H,,U",49,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/23/2004,55,",,U",67,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/24/2004,47,",,U",56,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/25/2004,51,",,U",61,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/26/2004,50,",,U",60,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/27/2004,51,",,U",63,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/28/2004,52,",,U",62,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/29/2004,54,",,U",68,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/30/2004,53,",,U",63,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,1/31/2004,51,",,U",61,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/1/2004,50,",,U",65,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/2/2004,50,",,U",59,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/3/2004,47,",,U",54,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/4/2004,49,",,U",62,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/5/2004,51,",,U",65,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/6/2004,53,",,U",70,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/7/2004,55,",,U",68,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/8/2004,52,",,U",66,"H,,U",40,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/9/2004,53,",,U",67,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/10/2004,56,",,U",68,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/11/2004,54,",,U",67,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/12/2004,54,",,U",68,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/13/2004,51,",,U",62,"H,,U",37,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/14/2004,51,",,U",64,"H,,U",41,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/15/2004,52,",,U",65,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/16/2004,57,",,U",69,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/17/2004,63,",,U",82,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/18/2004,50,",,U",58,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/19/2004,51,",,U",61,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/20/2004,49,",,U",56,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/21/2004,47,",,U",54,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/22/2004,48,",,U",55,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/23/2004,47,",,U",53,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/24/2004,50,",,U",57,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/25/2004,51,",,U",60,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/26/2004,51,",,U",58,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/27/2004,47,",,U",56,"H,,U",39,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/28/2004,48,",,U",60,"H,,U",37,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,2/29/2004,50,",,U",61,"H,,U",38,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/1/2004,47,",,U",55,"H,,U",43,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/2/2004,49,",,U",61,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/3/2004,57,",,U",72,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/4/2004,54,",,U",63,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/5/2004,55,",,U",65,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/6/2004,60,",,U",76,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/7/2004,69,",,U",86,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/8/2004,73,",,U",89,"H,,U",57,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/9/2004,72,",,U",88,"H,,U",58,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/10/2004,72,",,U",87,"H,,U",56,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/11/2004,72,",,U",85,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/12/2004,58,",,U",71,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/13/2004,61,",,U",75,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/14/2004,64,",,U",80,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/15/2004,63,",,U",77,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/16/2004,72,",,U",90,"H,,U",54,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/17/2004,71,",,U",88,"H,,U",57,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/18/2004,67,",,U",86,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/19/2004,63,",,U",80,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/20/2004,67,",,U",90,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/21/2004,64,",,U",81,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/22/2004,68,",,U",85,"H,,U",55,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/23/2004,57,",,U",66,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/24/2004,57,",,U",65,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/25/2004,58,",,U",71,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/26/2004,56,",,U",67,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/27/2004,60,",,U",75,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/28/2004,73,",,U",88,"H,,U",55,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/29/2004,74,",,U",93,"H,,U",54,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/30/2004,68,",,U",82,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,3/31/2004,60,",,U",73,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/1/2004,53,",,U",60,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/2/2004,54,",,U",63,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/3/2004,56,",,U",61,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/4/2004,59,",,U",70,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/5/2004,56,",,U",67,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/6/2004,56,",,U",68,"H,,U",48,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/7/2004,58,",,U",70,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/8/2004,56,",,U",68,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/9/2004,60,",,U",74,"H,,U",51,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/10/2004,57,",,U",68,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/11/2004,67,",,U",83,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/12/2004,65,",,U",79,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/13/2004,62,",,U",76,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/14/2004,58,",,U",72,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/15/2004,59,",,U",73,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/16/2004,59,",,U",70,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/17/2004,49,",,U",54,"H,,U",45,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/18/2004,54,",,U",65,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/19/2004,55,",,U",68,"H,,U",42,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/20/2004,57,",,U",69,"H,,U",44,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/21/2004,56,",,U",70,"H,,U",46,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/22/2004,60,",,U",75,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/23/2004,69,",,U",86,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/24/2004,72,",,U",87,"H,,U",56,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/25/2004,76,",,U",94,"H,,U",59,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/26/2004,81,",,U",100,"H,,U",62,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/27/2004,81,",,U",98,"H,,U",63,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/28/2004,67,",,U",80,"H,,U",55,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/29/2004,59,",,U",69,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,4/30/2004,63,",,U",79,"H,,U",47,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/1/2004,74,",,U",89,"H,,U",54,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/2/2004,82,",,U",100,"H,,U",63,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/3/2004,85,",,U",101,"H,,U",70,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/4/2004,79,",,U",92,"H,,U",62,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/5/2004,72,",,U",87,"H,,U",58,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/6/2004,73,",,U",88,"H,,U",55,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/7/2004,74,",,U",88,"H,,U",59,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/8/2004,71,",,U",85,"H,,U",56,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/9/2004,70,",,U",85,"H,,U",57,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/10/2004,63,",,U",75,"H,,U",51,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/11/2004,62,",,U",75,"H,,U",54,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/12/2004,62,",,U",76,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/13/2004,69,",,U",85,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/14/2004,72,",,U",89,"H,,U",57,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/15/2004,71,",,U",85,"H,,U",57,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/16/2004,65,",,U",79,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/17/2004,62,",,U",75,"H,,U",55,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/18/2004,63,",,U",73,"H,,U",54,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/19/2004,63,",,U",75,"H,,U",50,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/20/2004,61,",,U",70,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/21/2004,59,",,U",65,"H,,U",54,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/22/2004,60,",,U",70,"H,,U",52,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/23/2004,59,",,U",66,"H,,U",55,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/24/2004,60,",,U",72,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/25/2004,59,",,U",68,"H,,U",53,"H,,U"
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",34.1369,-117.7069,501.4,5/26/2004,60,",,U",72,"H,,U",52,"H,,U"
